product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,dosage_form_group,preparation_type,route_raw,route_normalized,oral_liquid_inclusion_evidence,indication_raw,indication_normalized,therapeutic_class,legal_category,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at
oral_liquid_00096,衛署藥製字第056781號,2012,百力健-喜口服液,PARIGEN C ORAL SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=百力健-喜口服液 / PARIGEN C ORAL SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",消除疲勞、補給營養、維護肝臟正常功能。,消除疲勞、補給營養、維護肝臟正常功能。,other,製　劑,active,2028/11/18,井田國際醫藥廠股份有限公司,井田國際醫藥廠股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00097,衛署藥製字第057156號,2012,"""大裕""三支雨傘標友露安加強液","Yuluan Intense Solution ""Daiyu""",內服液劑,oral_solution,oral_solution,ready_to_use,一日4次。成人每次8ml，12歲以上，適用成人劑量。配合溫熱開水一起服用。,oral,"TFDA dosage form=內服液劑; approved use=一日4次。成人每次8ml，12歲以上，適用成人劑量。配合溫熱開水一起服用。; names=""大裕""三支雨傘標友露安加強液 / Yuluan Intense Solution ""Daiyu"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀(咽喉痛、畏寒、發燒、頭痛、關節痛、肌肉酸痛、流鼻水、鼻塞、打噴嚏、咳嗽、喀痰)。,緩解感冒之各種症狀(咽喉痛、畏寒、發燒、頭痛、關節痛、肌肉酸痛、流鼻水、鼻塞、打噴嚏、咳嗽、喀痰)。,antipyretic_analgesic; antihistamine; cough,製　劑,active,2027/03/26,大裕生技興業有限公司,大裕生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00098,衛署藥輸字第025298號,2010,諾比舒冒袪痰液,Robitussin Syrup,內服液劑,oral_solution,oral_solution,ready_to_use,每天4-6次，24小時內使用劑量請勿超過單次用量的6倍。成人1次10ml，15歲以上適用成人劑量；11歲以上未滿15歲，1次6.6ml；7歲以上未滿11歲，1次5.0ml；2歲以下之嬰幼兒，請勿使用。,oral,"TFDA dosage form=內服液劑; approved use=每天4-6次，24小時內使用劑量請勿超過單次用量的6倍。成人1次10ml，15歲以上適用成人劑量；11歲以上未滿15歲，1次6.6ml；7歲以上未滿11歲，1次5.0ml；2歲以下之嬰幼兒，請勿使用。; names=諾比舒冒袪痰液 / Robitussin Syrup. Inclusion uses dosage form and approved oral route, not indication alone.",袪痰。,袪痰。,expectorant_mucolytic,製　劑,active,2030/11/24,英商赫力昂股份有限公司台灣分公司,"INTERPHIL LABORATORIES, INC.",tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00099,衛署藥輸字第025302號,2010,亞培杜化液,Duphalac Oral solution,內服液劑,oral_solution,oral_solution,ready_to_use,請詳閱仿單說明書,oral,"TFDA dosage form=內服液劑; approved use=請詳閱仿單說明書; names=亞培杜化液 / Duphalac Oral solution. Inclusion uses dosage form and approved oral route, not indication alone.",患病期慢性便秘、門系肝腦病變 (portal systemic encephalopathy)、肝昏迷前期 (hepatic precoma)、肝昏迷 (hepatic coma),患病期慢性便秘、門系肝腦病變 (portal systemic encephalopathy)、肝昏迷前期 (hepatic precoma)、肝昏迷 (hepatic coma),laxative,製　劑,active,2030/12/03,美商亞培股份有限公司台灣分公司,裕利股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00100,內衛藥製字第002218號,1970,咳平液,SINKOPIN LIQUID,內服液劑,oral_solution,oral_solution,ready_to_use,一日3次，成人1次5ml，12歲以上適用成人劑量；6歲以上未滿12歲，1次1.25ml；3歲以上未滿6歲，1次1.25ml ；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,oral,"TFDA dosage form=內服液劑; approved use=一日3次，成人1次5ml，12歲以上適用成人劑量；6歲以上未滿12歲，1次1.25ml；3歲以上未滿6歲，1次1.25ml ；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。; names=咳平液 / SINKOPIN LIQUID. Inclusion uses dosage form and approved oral route, not indication alone.",祛痰,祛痰,other,製　劑,active,2029/05/25,天下生物科技股份有限公司,井田國際醫藥廠股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00101,內衛藥製字第002722號,1970,"""應元"" 複方碘甘油溶液","GLYCERINUM IODI COMPOSITUM ""Y.Y.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=""應元"" 複方碘甘油溶液 / GLYCERINUM IODI COMPOSITUM ""Y.Y."". Inclusion uses dosage form and approved oral route, not indication alone.",咽喉炎、扁桃腺炎,咽喉炎、扁桃腺炎,other,製　劑,active,2029/05/25,應元化學製藥股份有限公司,應元化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00102,內衛藥製字第002784號,1970,克嗽靈液,COUSORIN SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=克嗽靈液 / COUSORIN SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",氣喘、支氣管炎、因感冒其他呼吸器疾病所引起之咳嗽喀痰諸症,氣喘、支氣管炎、因感冒其他呼吸器疾病所引起之咳嗽喀痰諸症,antihistamine,製　劑,active,2028/04/16,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00103,衛署藥製字第016248號,1978,“健康”柔克痛糖漿（乙醯胺酚）,"NOGESIC SYRUP (ACETAMINOPHEN) ""HEALTH""",糖漿劑,syrup,syrup,ready_to_use,詳見仿單。,oral,"TFDA dosage form=糖漿劑; approved use=詳見仿單。; names=“健康”柔克痛糖漿（乙醯胺酚） / NOGESIC SYRUP (ACETAMINOPHEN) ""HEALTH"". Inclusion uses dosage form and approved oral route, not indication alone.",退燒、止痛(緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛)。,退燒、止痛(緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛)。,antipyretic_analgesic,製　劑,active,2029/05/25,健康化學製藥股份有限公司,晟德大藥廠股份有限公司新竹廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00104,衛署藥製字第016338號,1979,諾熱咳感冒糖漿,"NOCOZAL SYRUP ""C.A.P.""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=諾熱咳感冒糖漿 / NOCOZAL SYRUP ""C.A.P."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（頭痛、發燒、咽喉痛、關節痛、肌肉痛、咳嗽、喀痰、鼻塞）,緩解感冒之各種症狀（頭痛、發燒、咽喉痛、關節痛、肌肉痛、咳嗽、喀痰、鼻塞）,antipyretic_analgesic; cough,製　劑,active,2028/02/01,婦潔藥品有限公司,正和製藥股份有限公司新營廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00105,衛署藥製字第016345號,1979,"""美西""適嗽康糖漿","SEDANCON SYRUP ""MAY SEE""",糖漿劑,syrup,syrup,ready_to_use,2-3歲2毫升、4-6歲3毫升、7-11歲4毫升、12-14歲毫升、15歲以上成人10毫升，1日服用3次。,oral,"TFDA dosage form=糖漿劑; approved use=2-3歲2毫升、4-6歲3毫升、7-11歲4毫升、12-14歲毫升、15歲以上成人10毫升，1日服用3次。; names=""美西""適嗽康糖漿 / SEDANCON SYRUP ""MAY SEE"". Inclusion uses dosage form and approved oral route, not indication alone.",鎮咳、袪痰（支氣管炎、咽喉炎、感冒所引起之咳嗽、袪痰）,鎮咳、袪痰（支氣管炎、咽喉炎、感冒所引起之咳嗽、袪痰）,antihistamine; cough,製　劑,active,2029/05/25,美西製藥有限公司,美西製藥有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00106,衛署藥製字第016387號,1979,"""美台""感冒樂液","KAN MAW LO SOLUTION ""MEI TAI""",內服液劑,oral_solution,oral_solution,ready_to_use,一日4次。成人每次8毫升，12歲以上，適用成人劑量。,oral,"TFDA dosage form=內服液劑; approved use=一日4次。成人每次8毫升，12歲以上，適用成人劑量。; names=""美台""感冒樂液 / KAN MAW LO SOLUTION ""MEI TAI"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）,緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）,antipyretic_analgesic; antihistamine,製　劑,active,2029/12/31,美台藥協科技有限公司,臺灣陽生製藥工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00107,衛署藥製字第016390號,1979,"""龍杏"" 治痛液15毫克/毫升(對位乙醯氨基酚)","ZUTON SOLUTION 15MG/ML ""L.S."" (ACETAMINOPHEN)",內服液劑,oral_solution,oral_solution,ready_to_use,發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過6次。成人每次10ml，12歲以上適用成人劑量；6歲以上未滿12歲，每次5ml；3歲以上未滿6歲，每次2.5ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,oral,"TFDA dosage form=內服液劑; approved use=發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過6次。成人每次10ml，12歲以上適用成人劑量；6歲以上未滿12歲，每次5ml；3歲以上未滿6歲，每次2.5ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。; names=""龍杏"" 治痛液15毫克/毫升(對位乙醯氨基酚) / ZUTON SOLUTION 15MG/ML ""L.S."" (ACETAMINOPHEN). Inclusion uses dosage form and approved oral route, not indication alone.",退燒、止痛(緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛)。,退燒、止痛(緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛)。,antipyretic_analgesic,製　劑,active,2024/05/25,龍杏生技製藥股份有限公司,晟德大藥廠股份有限公司新竹廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00108,衛署藥製字第016424號,1979,風安感冒糖漿,"FONAN COMMON COLD SYRUP ""Y.S.""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=風安感冒糖漿 / FONAN COMMON COLD SYRUP ""Y.S."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、發熱、頭痛）之緩解,感冒諸症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、發熱、頭痛）之緩解,antipyretic_analgesic; antihistamine; cough; expectorant_mucolytic,製　劑,active,2029/12/31,台灣陽生製藥工業股份有限公司,台灣陽生製藥工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00109,衛署藥製字第016501號,1979,感冒貝兒液,"COLDENIN SOLUTION ""C.C.P.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=感冒貝兒液 / COLDENIN SOLUTION ""C.C.P."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏、咳嗽、喀痰）。,緩解感冒之各種症狀（咽喉痛、發燒、頭痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏、咳嗽、喀痰）。,antipyretic_analgesic; antihistamine; cough,製　劑,active,2030/01/24,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00110,衛署藥製字第018039號,1979,“龍杏”福樂風液,"FULEFON SOLUTION ""L.S.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=“龍杏”福樂風液 / FULEFON SOLUTION ""L.S."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰、發熱、頭痛）之緩解,感冒諸症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰、發熱、頭痛）之緩解,antipyretic_analgesic; antihistamine; expectorant_mucolytic,製　劑,active,2024/05/25,龍杏生技製藥股份有限公司,龍杏生技製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00111,衛署藥製字第018054號,1979,〝明大〞咳嗽液,"ANTICOUGH SOLUTION ""M.T.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=〝明大〞咳嗽液 / ANTICOUGH SOLUTION ""M.T."". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰）。,緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰）。,antihistamine; cough; expectorant_mucolytic,製　劑,active,2028/05/25,明大化學製藥股份有限公司,明大化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00112,衛署藥製字第018236號,1979,"""人人""咳康糖漿",ALLERCON EXPECTORANT SYRUP,糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""人人""咳康糖漿 / ALLERCON EXPECTORANT SYRUP. Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（流鼻水，鼻塞，打噴嚏，喀痰）．,緩解感冒之各種症狀（流鼻水，鼻塞，打噴嚏，喀痰）．,antihistamine,製　劑,active,2028/05/25,人人化學製藥股份有限公司,人人化學製藥股份有限公司中壢廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00113,衛署藥製字第018260號,1979,加力津口服液,"GLUTIN ORAL LIQUID ""C.M.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=加力津口服液 / GLUTIN ORAL LIQUID ""C.M."". Inclusion uses dosage form and approved oral route, not indication alone.",消除疲勞、增強體力、營養補給、維護肝臟正常功能。,消除疲勞、增強體力、營養補給、維護肝臟正常功能。,other,製　劑,active,2029/05/25,中美兄弟製藥股份有限公司,中美兄弟製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00114,衛署藥製字第018263號,1979,"""中美""咳立定液","Ke Li Ding Solution ""C.M.""",內服液劑,oral_solution,oral_solution,ready_to_use,"一日3至4次。 成人每次10ml，12歲以上，適用成人劑量。 
9歲以上未滿12歲，適用成人劑量之1/2。 
6歲以上未滿9歲，適用成人劑量之1/3。
未滿6歲之兒童，請洽醫師診治，不宜自行使用。",oral,"TFDA dosage form=內服液劑; approved use=一日3至4次。 成人每次10ml，12歲以上，適用成人劑量。 
9歲以上未滿12歲，適用成人劑量之1/2。 
6歲以上未滿9歲，適用成人劑量之1/3。
未滿6歲之兒童，請洽醫師診治，不宜自行使用。; names=""中美""咳立定液 / Ke Li Ding Solution ""C.M."". Inclusion uses dosage form and approved oral route, not indication alone.","緩解感冒之各種症狀(流鼻水,鼻塞,打噴嚏,咳嗽,喀痰)","緩解感冒之各種症狀(流鼻水,鼻塞,打噴嚏,咳嗽,喀痰)",antihistamine,製　劑,active,2029/05/25,中美兄弟製藥股份有限公司,中美兄弟製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00115,衛署藥製字第018277號,1979,"""榮民""去咳寧液","DECOFEN SOLUTION ""VPP""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=""榮民""去咳寧液 / DECOFEN SOLUTION ""VPP"". Inclusion uses dosage form and approved oral route, not indication alone.",鎮咳、袪痰。,鎮咳、袪痰。,cough; expectorant_mucolytic,製　劑,active,2029/08/07,榮民製藥股份有限公司,榮民製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00116,衛署藥製字第018477號,1979,"""派頓""派維他液","PAWEITA LIQUID ""PATRON""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=""派頓""派維他液 / PAWEITA LIQUID ""PATRON"". Inclusion uses dosage form and approved oral route, not indication alone.",營養補給,營養補給,vitamin_or_mineral_drug,製　劑,active,2028/05/25,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00117,衛署藥製字第018523號,1979,"""美西""感冒寧液","COMOLIN SOLUTION ""MEY SEE""",內服液劑,oral_solution,oral_solution,ready_to_use,"成人及12歲以上,每次10ml,一日三次,飯後服用.",oral,"TFDA dosage form=內服液劑; approved use=成人及12歲以上,每次10ml,一日三次,飯後服用.; names=""美西""感冒寧液 / COMOLIN SOLUTION ""MEY SEE"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（頭痛、發燒、咽喉痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏喀痰）,緩解感冒之各種症狀（頭痛、發燒、咽喉痛、關節痛、肌肉痛、流鼻水、鼻塞、打噴嚏喀痰）,antipyretic_analgesic; antihistamine; expectorant_mucolytic,製　劑,active,2029/05/25,美西製藥有限公司,美西製藥有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00118,衛署藥製字第018526號,1979,感冒液,"ANTICOLD SOLUTION ""M.T.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=感冒液 / ANTICOLD SOLUTION ""M.T."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（鼻塞、打噴嚏、流鼻水、畏寒、喀痰、發燒、頭痛、關節痛、肌肉痛、咽喉痛等）,感冒諸症狀（鼻塞、打噴嚏、流鼻水、畏寒、喀痰、發燒、頭痛、關節痛、肌肉痛、咽喉痛等）,antipyretic_analgesic; antihistamine; expectorant_mucolytic,製　劑,active,2024/12/31,木村貿易有限公司,明大化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00119,衛署藥製字第021912號,1980,"""美西""力克好液","REKURHAW SOLUTION ""MEYSEE""",內服液劑,oral_solution,oral_solution,ready_to_use,一日4次，成人每次12ml，12歲以上，適用成人劑量。,oral,"TFDA dosage form=內服液劑; approved use=一日4次，成人每次12ml，12歲以上，適用成人劑量。; names=""美西""力克好液 / REKURHAW SOLUTION ""MEYSEE"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,緩解感冒之各種症狀（流鼻水、鼻塞、打噴嚏、咽喉痛、咳嗽、喀痰、畏寒、發燒、頭痛、關節痛、肌肉酸痛）。,antipyretic_analgesic; antihistamine,製　劑,active,2029/05/25,美西製藥有限公司,美西製藥有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00120,衛署藥製字第021913號,1980,樂口康液,"LOCOL SOLUTION ""ROYAL""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=樂口康液 / LOCOL SOLUTION ""ROYAL"". Inclusion uses dosage form and approved oral route, not indication alone.",口腔及咽喉部粘膜之急性或慢性炎症、鵝口瘡、齒糟膿漏,口腔及咽喉部粘膜之急性或慢性炎症、鵝口瘡、齒糟膿漏,other,製　劑,active,2028/08/07,皇佳化學製藥股份有限公司,皇佳化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00121,衛署藥製字第021915號,1980,美寶液,"MEI BOU LIQUID ""C.M.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=美寶液 / MEI BOU LIQUID ""C.M."". Inclusion uses dosage form and approved oral route, not indication alone.",發育不良、營養補給、虛弱體質、熱性消耗性疾患之補助治療、妊娠婦之營養補給,發育不良、營養補給、虛弱體質、熱性消耗性疾患之補助治療、妊娠婦之營養補給,vitamin_or_mineral_drug,製　劑,active,2028/05/25,中美兄弟製藥股份有限公司,中美兄弟製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00122,衛署藥製字第021960號,1980,"""應元"" 可剋嗽糖漿","COCOSAU SYRUP ""Y.Y""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""應元"" 可剋嗽糖漿 / COCOSAU SYRUP ""Y.Y"". Inclusion uses dosage form and approved oral route, not indication alone.",鎮咳、袪痰（咽喉炎、支氣管炎、肺炎、感冒等所引起之咳嗽及喀痰）,鎮咳、袪痰（咽喉炎、支氣管炎、肺炎、感冒等所引起之咳嗽及喀痰）,antihistamine; cough,製　劑,active,2028/05/25,應元化學製藥股份有限公司,應元化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00123,衛署藥製字第022080號,1980,定舒咳液,DISCO SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=定舒咳液 / DISCO SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（喀痰、鼻塞）,緩解感冒之各種症狀（喀痰、鼻塞）,other,製　劑,active,2028/12/31,健喬信元醫藥生技股份有限公司,健康化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00124,衛署藥製字第022096號,1980,排他敏糖漿,APPITAMINE SYRUP,糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=排他敏糖漿 / APPITAMINE SYRUP. Inclusion uses dosage form and approved oral route, not indication alone.",週敏性皮膚炎、神經性皮膚炎、濕疹、枯草熱、季節性鼻炎、接觸性皮膚炎、蕁麻疹、血管神經性水腫、藥物及血清反應昆蟲咬傷、支氣管氣喘、過敏性氣喘,週敏性皮膚炎、神經性皮膚炎、濕疹、枯草熱、季節性鼻炎、接觸性皮膚炎、蕁麻疹、血管神經性水腫、藥物及血清反應昆蟲咬傷、支氣管氣喘、過敏性氣喘,other,製　劑,active,2028/12/31,健喬信元醫藥生技股份有限公司,健康化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00125,衛署藥製字第022271號,1980,感冒糖漿,"COMMON COLD SYRUP ""HSIN WAN JEN""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=感冒糖漿 / COMMON COLD SYRUP ""HSIN WAN JEN"". Inclusion uses dosage form and approved oral route, not indication alone.",緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰、咽喉痛、發燒、頭痛、關節痛、肌肉痛）,緩解感冒之各種症狀（鼻塞、流鼻水、打噴嚏、咳嗽、喀痰、咽喉痛、發燒、頭痛、關節痛、肌肉痛）,antipyretic_analgesic; cough; expectorant_mucolytic,製　劑,active,2027/05/25,新萬仁化學製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00126,衛署藥製字第022292號,1980,可感液,"CO-KAN SOLUTION ""M.T.""",內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=可感液 / CO-KAN SOLUTION ""M.T."". Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（鼻塞、流鼻水、打噴嚏、咽喉痛、咳嗽、喀痰、發燒、頭痛、關節痛、肌肉痛、畏寒等）,感冒諸症狀（鼻塞、流鼻水、打噴嚏、咽喉痛、咳嗽、喀痰、發燒、頭痛、關節痛、肌肉痛、畏寒等）,antipyretic_analgesic; antihistamine; cough,製　劑,active,2024/12/31,木村貿易有限公司,明大化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00127,衛署藥製字第022293號,1980,感嗽安液,GANGSOUAN SOLUTION,內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=感嗽安液 / GANGSOUAN SOLUTION. Inclusion uses dosage form and approved oral route, not indication alone.",感冒諸症狀（咳嗽、喀痰、發熱、頭痛、鼻塞、流鼻水、打噴嚏）之緩解,感冒諸症狀（咳嗽、喀痰、發熱、頭痛、鼻塞、流鼻水、打噴嚏）之緩解,antipyretic_analgesic; antihistamine; cough; expectorant_mucolytic,製　劑,active,2028/05/25,長安化學工業股份有限公司,長安化學工業股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00128,衛署藥製字第022297號,1980,易寧優液(哈羅嗶利杜),BININ-U SOLUTION (HALOPERIDOL),內服液劑,oral_solution,oral_solution,ready_to_use,,oral,"TFDA dosage form=內服液劑; approved use=; names=易寧優液(哈羅嗶利杜) / BININ-U SOLUTION (HALOPERIDOL). Inclusion uses dosage form and approved oral route, not indication alone.",躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙、舞蹈病,躁病、精神病狀態、噁心、嘔吐、攻擊性與破壞性之行為障礙、舞蹈病,other,製　劑,active,2029/05/25,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
oral_liquid_00129,衛署藥製字第025261號,1982,"""東洲""彼律淨糖漿０．４公絲/公撮（塞浦希）","CYPROHEPTADINE SYRUP 0.4MG/ML ""ORIENTAL""",糖漿劑,syrup,syrup,ready_to_use,,oral,"TFDA dosage form=糖漿劑; approved use=; names=""東洲""彼律淨糖漿０．４公絲/公撮（塞浦希） / CYPROHEPTADINE SYRUP 0.4MG/ML ""ORIENTAL"". Inclusion uses dosage form and approved oral route, not indication alone.",皮膚疾患引起之搔癢（濕疹、皮膚炎、皮膚搔癢症、藥物過敏反應）枯草熱、蕁麻疹、過敏性鼻炎、血管運動性鼻炎、感冒上氣管炎引起之咳嗽、鼻涕,皮膚疾患引起之搔癢（濕疹、皮膚炎、皮膚搔癢症、藥物過敏反應）枯草熱、蕁麻疹、過敏性鼻炎、血管運動性鼻炎、感冒上氣管炎引起之咳嗽、鼻涕,other,製　劑,active,2028/12/31,東洲化學製藥廠股份有限公司,明大化學製藥股份有限公司,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00
