review_id,license_number,chinese_name,english_name,dosage_form_raw,route_raw,review_type,reason,recommended_action,source_id,verified_at,review_reason,use_text_type,name_features,derived_preparation_type,decision,dosage_form_group,preparation_type,resolution_rule_id,confidence,official_evidence,resolved_at
review_01468,衛部藥製字第060882號,"""五福"" 樂托品點眼液0.05%","""Wu Fu"" Latropine Eye Drops 0.05%",點眼液劑,一天1-4次，每次1~2滴，本藥限由醫師處方使用,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=一天1-4次，每次1~2滴，本藥限由醫師處方使用; names=""五福"" 樂托品點眼液0.05% ""Wu Fu"" Latropine Eye Drops 0.05%.",2026-07-14T17:31:47+08:00
review_01472,衛部藥製字第060913號,美視樂點眼液,MEI-SHI-LAO EX EYE DROPS,點眼液劑,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=請詳見仿單; names=美視樂點眼液 MEI-SHI-LAO EX EYE DROPS.,2026-07-14T17:31:47+08:00
review_01487,衛部藥製字第060980號,宜複佳口服懸液劑40毫克/毫升,Effidel Oral Suspension 40mg/ml,懸液劑,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=請詳見仿單; names=宜複佳口服懸液劑40毫克/毫升 Effidel Oral Suspension 40mg/ml.,2026-07-14T17:31:47+08:00
review_01493,衛部藥製字第060999號,睛晶點眼液,Glitter Eye,點眼液劑,每次1~2滴，一天3~4次。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=每次1~2滴，一天3~4次。; names=睛晶點眼液 Glitter Eye.,2026-07-14T17:31:47+08:00
review_01525,衛部藥輸字第026567號,優麗舒保濕型點眼液,Optive Fusion TM Lubricant Eye Drops,點眼液劑,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=請詳見仿單; names=優麗舒保濕型點眼液 Optive Fusion TM Lubricant Eye Drops.,2026-07-14T17:31:47+08:00
review_01527,衛部藥輸字第026575號,護那酷涼液,New Una Kowa Cool,溶液劑,詳如說明書,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,TFDA dosage form=溶液劑; approved use=詳如說明書; names=護那酷涼液 New Una Kowa Cool.,2026-07-14T17:31:47+08:00
review_01555,衛署藥製字第010082號,"""華興""樂膚能液","REFULEN LIQUID ""H.S.""",液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=; names=""華興""樂膚能液 REFULEN LIQUID ""H.S."".",2026-07-14T17:31:47+08:00
review_01560,衛署藥製字第010292號,必去蝨藥用懸液劑,DELICE MEDICAL HAIR SUSPENSION 1.0%,懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,TFDA dosage form=懸液劑; approved use=; names=必去蝨藥用懸液劑 DELICE MEDICAL HAIR SUSPENSION 1.0%.,2026-07-14T17:31:47+08:00
review_01566,衛署藥製字第019722號,"""杏輝""金碘擦洗液75毫克/毫升（普維酮-碘）","SINDINE SURGICAL SCRUB 75 mg/ml ""SINPHAR"" (POVIDONE-IODINE)",溶液劑,1.外科手術前醫護人員之消毒：倒5 c.c.本劑於潤濕之手掌上，不添加水徹底地刷洗約五分鐘，需要時使用刷子刷之。然後加少量水，使產生更多泡沫，最後用清水沖淨。再用5 c.c.本劑同法刷洗一次即可。 2.手術前病患之消毒：手術處剃乾淨後，用水濕潤，倒入適量本劑，徹底刷洗約五分鐘，用沾有水之消毒紗布拭淨。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=溶液劑; approved use=1.外科手術前醫護人員之消毒：倒5 c.c.本劑於潤濕之手掌上，不添加水徹底地刷洗約五分鐘，需要時使用刷子刷之。然後加少量水，使產生更多泡沫，最後用清水沖淨。再用5 c.c.本劑同法刷洗一次即可。 2.手術前病患之消毒：手術處剃乾淨後，用水濕潤，倒入適量本劑，徹底刷洗約五分鐘，用沾有水之消毒紗布拭淨。; names=""杏輝""金碘擦洗液75毫克/毫升（普維酮-碘） SINDINE SURGICAL SCRUB 75 mg/ml ""SINPHAR"" (POVIDONE-IODINE).",2026-07-14T17:31:47+08:00
review_01574,衛署藥製字第019915號,"""杏輝""滴朗眼液","DELONE EYE DROP ""SINPHAR""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=""杏輝""滴朗眼液 DELONE EYE DROP ""SINPHAR"".",2026-07-14T17:31:47+08:00
review_01576,衛署藥製字第019937號,福樂目得朗點眼液（膚樂每爽）,"FLUOROMETHOLONE EYE DROPS ""OASIS""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=福樂目得朗點眼液（膚樂每爽） FLUOROMETHOLONE EYE DROPS ""OASIS"".",2026-07-14T17:31:47+08:00
review_01598,衛署藥製字第029462號,"""聯邦""將克口服懸濁用顆粒200毫克/公克(喜黴素)","THIAMCOL GRANULES FOR ORAL SUSPENSION 200MG/GM ""UNION""(THIAMPHENICOL)",懸液用顆粒劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,granules_for_oral_suspension,requires_reconstitution,MR-A03,high,"TFDA dosage form=懸液用顆粒劑; approved use=; names=""聯邦""將克口服懸濁用顆粒200毫克/公克(喜黴素) THIAMCOL GRANULES FOR ORAL SUSPENSION 200MG/GM ""UNION""(THIAMPHENICOL).",2026-07-14T17:31:47+08:00
review_01603,衛署藥製字第029514號,"""濟生""安胃乳口服懸液","AN-WENIN ORAL SUSPENSION ""CHI SHENG""",懸浮液,一天3次至4次，或需要時服用。成人每次8ml，12歲以上，適用成人劑量；每次4ml；3歲以上未滿6歲，每次2ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,"TFDA dosage form=懸浮液; approved use=一天3次至4次，或需要時服用。成人每次8ml，12歲以上，適用成人劑量；每次4ml；3歲以上未滿6歲，每次2ml；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。; names=""濟生""安胃乳口服懸液 AN-WENIN ORAL SUSPENSION ""CHI SHENG"".",2026-07-14T17:31:47+08:00
review_01616,衛署藥製字第040170號,"""紐約""複方甘草合劑",MISTURA GLYCYRRHIZAE COMPOSITA (BROWN MIXTURE WITH OPIUM),液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,none,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=; names=""紐約""複方甘草合劑 MISTURA GLYCYRRHIZAE COMPOSITA (BROWN MIXTURE WITH OPIUM).",2026-07-14T17:31:47+08:00
review_01618,衛署藥製字第040186號,"""晟德""寧佳息懸液５０公絲/公撮（那利敵新）","NEGCID SUSPENSION 50MG/ML""CENTER"" (NALIDIXIC ACID)",懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=懸液劑; approved use=; names=""晟德""寧佳息懸液５０公絲/公撮（那利敵新） NEGCID SUSPENSION 50MG/ML""CENTER"" (NALIDIXIC ACID).",2026-07-14T17:31:47+08:00
review_01679,衛署藥製字第043436號,"""信東""伊普寧懸液劑20毫克/毫升",IBULIN SUSPENSION 20MG/ML (IBUPROFEN),懸液劑,詳如仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=懸液劑; approved use=詳如仿單; names=""信東""伊普寧懸液劑20毫克/毫升 IBULIN SUSPENSION 20MG/ML (IBUPROFEN).",2026-07-14T17:31:47+08:00
review_01684,衛署藥製字第043457號,"""派頓""保滴明點眼液","PATEARMINE EYE DROPS ""PATRON""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=""派頓""保滴明點眼液 PATEARMINE EYE DROPS ""PATRON"".",2026-07-14T17:31:47+08:00
review_01692,衛署藥製字第043526號,"""克里薩斯""瑙狀元銀杏滴劑",BRAIXIN DROPS,滴劑,18歲以上一次服用20滴，於飯前或飯後服用，每日早、中、晚各一次。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,generic_liquid_name,ready_to_use,auto_include,oral_drops,ready_to_use,MR-A02,high,"TFDA dosage form=滴劑; approved use=18歲以上一次服用20滴，於飯前或飯後服用，每日早、中、晚各一次。; names=""克里薩斯""瑙狀元銀杏滴劑 BRAIXIN DROPS.",2026-07-14T17:31:47+08:00
review_01697,衛署藥製字第044827號,"""應元"" 柔淨液","ZOLCHIN LIQUID ""Y.Y""",液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=; names=""應元"" 柔淨液 ZOLCHIN LIQUID ""Y.Y"".",2026-07-14T17:31:47+08:00
review_01706,衛署藥製字第045101號,欣克朗點眼液２％(鹽酸卡特洛),KARTEOL OPHTALMIC SOLUTION 2%  (CARTEOLOL HCL),點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=; names=欣克朗點眼液２％(鹽酸卡特洛) KARTEOL OPHTALMIC SOLUTION 2%  (CARTEOLOL HCL).,2026-07-14T17:31:47+08:00
review_01713,衛署藥製字第045251號,速克熱痛口服懸液,SCOTON ORAL SUSPENSION,懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=; names=速克熱痛口服懸液 SCOTON ORAL SUSPENSION.,2026-07-14T17:31:47+08:00
review_01716,衛署藥製字第057942號,"""明仁""甘草止咳液","Glycyrrhizine Antitussive Liquid ""Benzene""",液劑,一日三次，每次2~10毫升。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",volume_dosing_without_route_word,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=一日三次，每次2~10毫升。; names=""明仁""甘草止咳液 Glycyrrhizine Antitussive Liquid ""Benzene"".",2026-07-14T17:31:47+08:00
review_01721,衛署藥製字第057957號,聯亞科技醫用液態氧氣,UIGC Medical Liquid Oxygen,醫用氣體(液態),請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=醫用氣體(液態); approved use=請詳見仿單; names=聯亞科技醫用液態氧氣 UIGC Medical Liquid Oxygen.,2026-07-14T17:31:47+08:00
review_01731,衛署藥製字第058021號,可利壓點眼液2%,Carleo Eye Drops 2%,點眼液劑,請詳見仿單,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",leaflet_reference_only,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=請詳見仿單; names=可利壓點眼液2% Carleo Eye Drops 2%.,2026-07-14T17:31:47+08:00
review_01752,衛署藥輸字第021830號,日舒懸液用粉47.78毫克/公克,ZITHROMAX POWDER FOR ORAL SUSPENSION,懸液用粉劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,explicit_oral_liquid_name;generic_liquid_name,requires_reconstitution,auto_include,powder_for_oral_suspension,requires_reconstitution,MR-A03,high,TFDA dosage form=懸液用粉劑; approved use=; names=日舒懸液用粉47.78毫克/公克 ZITHROMAX POWDER FOR ORAL SUSPENSION.,2026-07-14T17:31:47+08:00
review_01777,衛部藥輸字第026946號,勝克壓10毫克/2毫克複方點眼液,"SIMBRINZA* 10mg/ml + 2mg/ml eye drops, suspension",點眼液劑,每次在患眼滴1滴SIMBRIZNA點眼液，每天2次,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=每次在患眼滴1滴SIMBRIZNA點眼液，每天2次; names=勝克壓10毫克/2毫克複方點眼液 SIMBRINZA* 10mg/ml + 2mg/ml eye drops, suspension.",2026-07-14T17:31:47+08:00
review_01779,衛部藥輸字第026951號,愛力舒酷爾點眼液,IRIS NEO (COOL),點眼液劑,一天3至4次，每次1-2滴。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點眼液劑; approved use=一天3至4次，每次1-2滴。; names=愛力舒酷爾點眼液 IRIS NEO (COOL).,2026-07-14T17:31:47+08:00
review_01790,衛部藥輸字第027589號,參天柔潤人工淚液點眼液,Soft Santear,點眼液劑,"請詳見仿單
(需要時使用，每次1至2滴)",inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=請詳見仿單
(需要時使用，每次1至2滴); names=參天柔潤人工淚液點眼液 Soft Santear.",2026-07-14T17:31:47+08:00
review_01821,衛署藥製字第015653號,倍多隆新黴素點眼液,"BETAMETHASONE C NEOMYCIN EYE SOLUTION ""C.S.P.""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=倍多隆新黴素點眼液 BETAMETHASONE C NEOMYCIN EYE SOLUTION ""C.S.P."".",2026-07-14T17:31:47+08:00
review_01824,衛署藥製字第015723號,“榮民”康胃星懸液劑,ANTASIL SUSPENSION,懸液劑,一天3至4次，或需要時服用。成人每次7g，12歲以上適用成人劑量；6歲以上未滿12歲，每次3.5g；3歲以上未滿6歲，每次1.75g，3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,generic_liquid_name,ready_to_use,auto_include,oral_suspension,ready_to_use,MR-A02,high,TFDA dosage form=懸液劑; approved use=一天3至4次，或需要時服用。成人每次7g，12歲以上適用成人劑量；6歲以上未滿12歲，每次3.5g；3歲以上未滿6歲，每次1.75g，3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。; names=“榮民”康胃星懸液劑 ANTASIL SUSPENSION.,2026-07-14T17:31:47+08:00
review_01838,衛署藥製字第018848號,適妥品點眼液（硫酸阿托品）,"ATROPINE EYE DROPS (ATROPINE SULFATE)""OASIS""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=適妥品點眼液（硫酸阿托品） ATROPINE EYE DROPS (ATROPINE SULFATE)""OASIS"".",2026-07-14T17:31:47+08:00
review_01844,衛署藥製字第018987號,倍能視耐點眼液,"BENOXINATE EYE DROPS ""OASIS""",點眼液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=; names=倍能視耐點眼液 BENOXINATE EYE DROPS ""OASIS"".",2026-07-14T17:31:47+08:00
review_01853,衛署藥製字第023816號,“同安”感冒液,"COLD LIQUID ""TONG  AN""",液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=; names=“同安”感冒液 COLD LIQUID ""TONG  AN"".",2026-07-14T17:31:47+08:00
review_01860,衛署藥製字第023926號,"""晟德"" 寧咳液","LIN COUGH LIQ ""CENTER""",液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=液劑; approved use=; names=""晟德"" 寧咳液 LIN COUGH LIQ ""CENTER"".",2026-07-14T17:31:47+08:00
review_01890,衛署藥製字第032860號,鼻通噴液劑,NAZAL SPRAY,點鼻液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,TFDA dosage form=點鼻液劑; approved use=; names=鼻通噴液劑 NAZAL SPRAY.,2026-07-14T17:31:47+08:00
review_01912,衛署藥製字第039062號,"""大豐"" 暢脈滴劑9.6毫克/毫升(銀杏葉類黃酮配醣體)","Veincurrent Drops 9.6mg/ml ""T.F."" (Ginkgoflavoneglycosides)",滴劑,每天服用三次，一次服用20滴(約1毫升)。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",explicit_oral_use,generic_liquid_name,ready_to_use,auto_include,oral_drops,ready_to_use,MR-A02,high,"TFDA dosage form=滴劑; approved use=每天服用三次，一次服用20滴(約1毫升)。; names=""大豐"" 暢脈滴劑9.6毫克/毫升(銀杏葉類黃酮配醣體) Veincurrent Drops 9.6mg/ml ""T.F."" (Ginkgoflavoneglycosides).",2026-07-14T17:31:47+08:00
review_01917,衛署藥製字第039090號,"""永勝"" 胃寶懸乳液","WELLPAUL SUSPENSION ""EVEREST""",懸液劑,,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",blank,generic_liquid_name,ready_to_use,unresolved,,,MR-C01,low,"TFDA dosage form=懸液劑; approved use=; names=""永勝"" 胃寶懸乳液 WELLPAUL SUSPENSION ""EVEREST"".",2026-07-14T17:31:47+08:00
review_01940,衛署藥製字第039357號,"""杏輝""欣吉視點眼液","NEW O-JUST EYE DROPS ""SINPHAR""",點眼液劑,一天3至4次，每次1至2滴。,inclusion,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",Check official TFDA route/form before formal inclusion.,tfda_open_data_info37_cached_20260711,2026-07-14T00:00:00+08:00,"Candidate form/name exists, but TFDA structured dosage form and approved use do not confirm oral liquid use.",other_official_text,generic_liquid_name,ready_to_use,auto_exclude,,,MR-B01,high,"TFDA dosage form=點眼液劑; approved use=一天3至4次，每次1至2滴。; names=""杏輝""欣吉視點眼液 NEW O-JUST EYE DROPS ""SINPHAR"".",2026-07-14T17:31:47+08:00
