product_id,class_id,classification_evidence,source_id
oral_liquid_00301,cough,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;CODEINE PHOSPHATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00301,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;CODEINE PHOSPHATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00302,neurologic,Multi-signal pharmacologic rule uses TFDA active summary (LEVETIRACETAM); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00303,neurologic,Multi-signal pharmacologic rule uses TFDA active summary (ARIPIPRAZOLE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00304,other,Multi-signal pharmacologic rule uses TFDA active summary (CHLORAL HYDRATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00305,other,Multi-signal pharmacologic rule uses TFDA active summary (PHOSPHORIC ACID;;DIBASIC SODIUM PHOSPHATE HEPTAHYDRATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00306,neurologic,Multi-signal pharmacologic rule uses TFDA active summary (LEVETIRACETAM); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00307,other,Multi-signal pharmacologic rule uses TFDA active summary (Tofacitinib citrate); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00308,vitamin_or_mineral_drug,Multi-signal pharmacologic rule uses TFDA active summary (CHOLECALCIFEROL ( EQ TO VIT D3) ( EQ TO VITAMIN D3)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00309,cough,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM CRESOLSULFONATE;;DEXTROMETHORPHAN HBR); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00310,vitamin_or_mineral_drug,Multi-signal pharmacologic rule uses TFDA active summary (INOSITOL (MESO-INOSITOL);;MONOSODIUM L-ASPARTATE;;RIBOFLAVIN (VIT B2);;AMINOETHYLSULFONIC ACID;;PANTOTHENATE CALCIUM;;CITRIC ACID;;MONOSODIUM L-GLUTAMATE;;L-LYSINE MONOHYDROCHLORIDE;;THIAMINE HYDROCHLORIDE;;PYRIDOXINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00311,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00311,cough,Multi-signal pharmacologic rule uses TFDA active summary (DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00311,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00312,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00312,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00313,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00314,antibiotic,Multi-signal pharmacologic rule uses TFDA active summary (CEPHALEXIN); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00315,cough,Multi-signal pharmacologic rule uses TFDA active summary (CARBINOXAMINE MALEATE;;GUAIACOL GLYCOLATE (EQ TO GLYCERYL GUAIACOLATE);;PSEUDOEPHEDRINE HCL;;DEXTROMETHORPHAN HBR); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00316,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00316,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00317,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00317,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00318,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;DEXTROMETHORPHAN HBR;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00318,cough,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;DEXTROMETHORPHAN HBR;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00318,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;DEXTROMETHORPHAN HBR;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00319,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;GLYCYRRHIZA EXTRACT); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00319,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;GLYCYRRHIZA EXTRACT); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00319,cough,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;CHLORPHENIRAMINE MALEATE;;GLYCYRRHIZA EXTRACT); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00320,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE;;POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00320,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE;;POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00321,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;CAFFEINE ANHYDROUS;;SENEGA SYRUP;;DL-METHYLEPHEDRINE HCL;;AMMONIUM CHLORIDE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00321,cough,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;CAFFEINE ANHYDROUS;;SENEGA SYRUP;;DL-METHYLEPHEDRINE HCL;;AMMONIUM CHLORIDE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00322,cough,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;NOSCAPINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00322,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;NOSCAPINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00323,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00323,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00323,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00324,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCOLATE (EQ TO GLYCERYL GUAIACOLATE);;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00324,cough,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCOLATE (EQ TO GLYCERYL GUAIACOLATE);;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00325,other,Multi-signal pharmacologic rule uses TFDA active summary (CARBOCYSTEINE (S-CARBOXYMETHYL CYSTEINE)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00326,other,Multi-signal pharmacologic rule uses TFDA active summary (DIMENHYDRINATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00327,laxative,Multi-signal pharmacologic rule uses TFDA active summary (MAGNESIUM HYDROXIDE;;ALUMINUM HYDROXIDE DRIED GEL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00327,acid_suppression,Multi-signal pharmacologic rule uses TFDA active summary (MAGNESIUM HYDROXIDE;;ALUMINUM HYDROXIDE DRIED GEL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00327,gastrointestinal,Multi-signal pharmacologic rule uses TFDA active summary (MAGNESIUM HYDROXIDE;;ALUMINUM HYDROXIDE DRIED GEL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00328,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;GLYCYRRHIZAE EXTRACT;;CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00328,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;GLYCYRRHIZAE EXTRACT;;CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00328,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;GLYCYRRHIZAE EXTRACT;;CAFFEINE ANHYDROUS;;DL-METHYLEPHEDRINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00329,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00329,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00329,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00330,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00330,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00330,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00331,cough,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DEXTROMETHORPHAN HBR); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00331,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DEXTROMETHORPHAN HBR); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00332,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;AMMONIUM CHLORIDE;;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;SENEGA SYRUP;;DL-METHYLEPHEDRINE HCL;;SENEGA SYRUP;;CHLORPHENIRAMINE MALEATE;;CODEINE PHOSPHATE;;AMMONIUM CHLORIDE;;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00332,cough,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;AMMONIUM CHLORIDE;;CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;SENEGA SYRUP;;DL-METHYLEPHEDRINE HCL;;SENEGA SYRUP;;CHLORPHENIRAMINE MALEATE;;CODEINE PHOSPHATE;;AMMONIUM CHLORIDE;;DL-METHYLEPHEDRINE HCL;;CAFFEINE ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00333,other,Multi-signal pharmacologic rule uses TFDA active summary (KETOTIFEN FUMARATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00334,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE;;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00334,cough,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE;;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00334,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE;;CARBETAPENTANE CITRATE (eq to Pentoxyverine Citrate);;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00335,gastrointestinal,Multi-signal pharmacologic rule uses TFDA active summary (CIMETIDINE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00336,other,Multi-signal pharmacologic rule uses TFDA active summary (GINKGO BILOBA EXTRACT); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00337,other,Multi-signal pharmacologic rule uses TFDA active summary (CYPROHEPTADINE HCL;;CYPROHEPTADINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00338,other,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM BICARBONATE (EQ TO POTASSIUM DICARBONATE)(EQ TO POTASSIUM HYDROGEN CARBONATE);;MAGNESIUM CARBONATE;;CITRIC ACID ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00339,antidiarrheal,Multi-signal pharmacologic rule uses TFDA active summary (LOPERAMIDE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00340,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00340,cough,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00340,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;BROMHEXINE HCL;;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00341,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (BROMHEXINE HCL;;DOXYLAMINE SUCCINATE;;METAPROTERENOL SULFATE (ORCIPRENALINE SULFATE)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00342,antiemetic,Multi-signal pharmacologic rule uses TFDA active summary (METOCLOPRAMIDE (HCL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00342,gastrointestinal,Multi-signal pharmacologic rule uses TFDA active summary (METOCLOPRAMIDE (HCL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00343,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00344,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;POTASSIUM GUAIACOLSULFONATE;;GLYCYRRHIZAE EXTRACT;;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00344,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;POTASSIUM GUAIACOLSULFONATE;;GLYCYRRHIZAE EXTRACT;;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00344,cough,Multi-signal pharmacologic rule uses TFDA active summary (CAFFEINE;;ACETAMINOPHEN (EQ TO PARACETAMOL);;POTASSIUM GUAIACOLSULFONATE;;GLYCYRRHIZAE EXTRACT;;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00345,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00345,cough,Multi-signal pharmacologic rule uses TFDA active summary (GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;DL-METHYLEPHEDRINE HCL;;CODEINE PHOSPHATE;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00346,antibiotic,Multi-signal pharmacologic rule uses TFDA active summary (AMOXICILLIN (AS TRIHYDATE);;CLAVULANIC ACID); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00347,cough,Multi-signal pharmacologic rule uses TFDA active summary (POTASSIUM GUAIACOLSULFONATE;;PYRILAMINE MALEATE (MEPYRAMINE MALEATE);;PHENYLEPHRINE HCL;;CODEINE PHOSPHATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00348,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (LORATADINE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00349,cough,Multi-signal pharmacologic rule uses TFDA active summary (PHENYLEPHRINE HCL;;CODEINE PHOSPHATE;;PYRILAMINE MALEATE (MEPYRAMINE MALEATE);;POTASSIUM GUAIACOLSULFONATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00350,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00350,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00350,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CAFFEINE ANHYDROUS); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00351,antifungal,Multi-signal pharmacologic rule uses TFDA active summary (ITRACONAZOLE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00352,antipyretic_analgesic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00352,antihistamine,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00352,expectorant_mucolytic,Multi-signal pharmacologic rule uses TFDA active summary (ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;DL-METHYLEPHEDRINE HCL;;CHLORPHENIRAMINE MALEATE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00353,other,Multi-signal pharmacologic rule uses TFDA active summary (TRIPROLIDINE HCL;;PSEUDOEPHEDRINE HCL); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00354,other,Multi-signal pharmacologic rule uses TFDA active summary (FENOTEROL HYDROBROMIDE); indication corroborates only.,tfda_open_data_info37_cached_20260711
oral_liquid_00355,gastrointestinal,Multi-signal pharmacologic rule uses TFDA active summary (SYNTHETIC HYDROTALCITE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL)); indication corroborates only.,tfda_open_data_info37_cached_20260711
