level_1,level_2,product_count,formula_count,official_phrase_variant_count,top_official_phrases,top_herbs_from_inferred_parent,classification_scope
婦科,產後調理／廣泛產後症狀,248,20,66,"產後瘀血腹痛 (39) | 婦人產後 (28) | 產後強身補血 (24) | 產後惡露不行 (23) | 流產後出血不淨 (19) | 產後勞傷風寒 (13) | 產後強身 (8) | 產前產後 (7) | 產後虛弱 (7) | 乳汁缺乏及產後補養 (5) | 產後惡露不行,少腹疼痛 (5) | 產前產後虛損 (4)",當歸 (224) | 川芎 (188) | 白芍 (135) | 炙甘草 (99) | 黃耆 (75) | 生地黃 (64) | 熟地黃 (61) | 桃仁 (60) | 黑薑 (56) | 人參 (55) | 白朮 (53) | 茯苓 (46) | 陳皮 (41) | 生薑 (40) | 黃芩 (40) | 大棗 (39) | 香附 (39) | 杜仲 (39) | 小茴香 (39) | 延胡索 (39),official indication phrase only; formula association is inferred-parent level
消化,胃酸逆流／泛酸,213,20,21,"胃酸過多 (75) | 噯氣吞酸 (54) | 噫氣吞酸 (33) | 嘈雜吞酸 (21) | 胃酸過多症 (8) | 食積飲停,胸膈痞滿,噯氣吞酸,腹痛泄瀉 (4) | 吞酸 (3) | 有時胃酸過多 (2) | 濕阻脾胃,脘腹脹滿,噁心嘔吐,噫氣吞酸 (2) | 消化不良,胃酸過多,胃腸加答兒(胃痛 (1) | 嘔吐吞酸 (1) | 胃酸 (1)",陳皮 (119) | 蒼朮 (95) | 生薑 (93) | 炙甘草 (92) | 大棗 (80) | 厚朴 (76) | 神麴 (51) | 茯苓 (49) | 甘草 (48) | 半夏 (47) | 乾薑 (35) | 延胡索 (30) | 良薑 (30) | 茴香 (30) | 肉桂 (30) | 牡蠣 (30) | 山楂 (30) | 連翹 (28) | 萊菔子 (28) | 川芎 (22),official indication phrase only; formula association is inferred-parent level
皮膚／外科,皮膚搔癢／疹,162,13,35,"濕疹 (51) | 癬瘡疥癢 (16) | 瘡疥風癬 (15) | 風濕浸淫血脈之瘡疥搔癢,及風熱隱症 (12) | 皮膚搔癢 (12) | 濕毒搔癢 (12) | 風濕浸淫血脈之瘡疥搔癢 (8) | 疥癬 (6) | 風溼浸淫血脈之瘡疥搔癢,及風熱隱症 (4) | 癬 (4) | 風溼浸淫血脈之瘡疥搔癢 (4) | 慢性濕疹 (3)",甘草 (121) | 防風 (120) | 荊芥 (120) | 川芎 (87) | 當歸 (83) | 生薑 (82) | 生地黃 (75) | 茯苓 (50) | 柴胡 (47) | 枳殼 (46) | 桔梗 (46) | 薄荷 (46) | 羌活 (45) | 獨活 (45) | 前胡 (45) | 白芍 (44) | 蟬蛻 (39) | 知母 (39) | 苦參 (39) | 胡麻 (39),official indication phrase only; formula association is inferred-parent level
泌尿／腎,遺尿,158,4,7,"遺尿 (107) | 遺尿不禁 (43) | 遺尿滑精 (3) | 腎虛遺尿 (2) | 小便頻數或遺尿 (1) | 治虛熱潮熱,自汗盜汗,遺尿不禁,氣虛昏暈,眼花耳聾,口燥舌乾,腰痠腿軟 (1) | 小便頻數,遺尿,滑精,精神恍惚,健忘 (1)",茯苓 (121) | 人參 (100) | 桑螵蛸 (99) | 遠志 (99) | 菖蒲 (99) | 龍骨 (99) | 當歸 (99) | 龜板 (99) | 山茱萸 (21) | 山藥 (21) | 澤瀉 (21) | 熟地黃 (18) | 牡丹皮 (18) | 乾地黃 (3) | 丹皮 (3) | 桂心 (3) | 附子 (3) | 石蓮肉 (1) | 黃耆 (1) | 麥門冬 (1),official indication phrase only; formula association is inferred-parent level
婦科,經痛／經行腹痛,148,8,13,"痛經 (62) | 瘀血痛經 (32) | 月經痛 (19) | 經行腹痛 (14) | 婦人宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (7) | 經痛 (6) | 婦女宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (2) | 月經來時腹痛 (1) | 經期不順,經行腹痛,腰痠骨痛,頭暈目眩,頭痛,肢體倦怠,食慾不振,病後失調,白帶 (1) | 瘀血經痛 (1) | 溫經痛脈 (1) | 月經頭腹疼痛 (1)",當歸 (93) | 白芍 (90) | 川芎 (86) | 桃仁 (85) | 茯苓 (58) | 桂枝 (47) | 牡丹皮 (47) | 赤芍 (47) | 熟地黃 (42) | 香附 (37) | 杜仲 (37) | 生地黃 (37) | 陳皮 (37) | 小茴香 (37) | 延胡索 (37) | 肉蓯蓉 (37) | 青皮 (37) | 烏藥 (37) | 黃芩 (37) | 海螵蛸 (37),official indication phrase only; formula association is inferred-parent level
消化,胃痛／胃脘痛,145,16,10,"胃痛 (104) | 神經性胃痛 (17) | 胃脘痛 (13) | 胃痛或腹痛 (5) | 胃痛脘脹 (1) | 消化不良,胃酸過多,胃腸加答兒(胃痛 (1) | 胸悶胃痛 (1) | 胃痛脹滿 (1) | 神經性胃痛,胃潰瘍,胃酸過多 (1) | 慢性胃腸炎(胃痛 (1)",炙甘草 (58) | 甘草 (57) | 陳皮 (49) | 生薑 (48) | 乾薑 (42) | 延胡索 (34) | 良薑 (34) | 茴香 (34) | 肉桂 (34) | 牡蠣 (34) | 白朮 (31) | 人參 (30) | 茯苓 (30) | 大棗 (29) | 半夏 (28) | 厚朴 (24) | 蒼朮 (20) | 砂仁 (16) | 木香 (16) | 當歸 (13),official indication phrase only; formula association is inferred-parent level
婦科,妊娠相關症狀,132,11,26,"妊娠腰疼痛 (34) | 妊娠胎動 (31) | 胎動不安 (16) | 妊娠腹痛 (11) | 妊娠腰痠痛 (8) | 婦人宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (7) | 妊娠中腹痛 (5) | 妊娠惡阻 (2) | 妊娠 (2) | 妊娠胎痛 (2) | 婦女宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (2) | 妊娠腹中痛 (1)",茯苓 (107) | 當歸 (87) | 白芍 (87) | 川芎 (87) | 白朮 (61) | 澤瀉 (61) | 桂枝 (42) | 牡丹皮 (42) | 桃仁 (42) | 赤芍 (42) | 甘草 (26) | 艾葉 (25) | 生薑 (22) | 厚朴 (19) | 黃耆 (18) | 荊芥 (17) | 川貝母 (17) | 菟絲子 (17) | 羌活 (17) | 枳殼 (17),official indication phrase only; formula association is inferred-parent level
婦科,閉經,107,7,13,"經閉 (35) | 血瘀經閉 (19) | 經閉腹痛 (14) | 經閉不通 (12) | 經閉不行 (8) | 婦人宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (7) | 婦女經閉 (4) | 婦女宿有癥塊,妊娠胎動,漏下不止,瘀血痛經,經閉 (2) | 閉經 (2) | 經閉腹痛 腰膝痺痛 (1) | 經閉不痛 (1) | 下焦蓄血,少腹急結,小便自利,血瘀經閉 (1)",桃仁 (80) | 桂枝 (62) | 茯苓 (42) | 牡丹皮 (42) | 赤芍 (42) | 炙甘草 (26) | 白芍 (20) | 大黃 (20) | 芒硝 (20) | 當歸 (16) | 川芎 (16) | 熟地黃 (15) | 紅花 (14) | 水蛭 (3) | 蝱蟲 (3) | 酒大黃 (3) | 黑薑 (1),official indication phrase only; formula association is inferred-parent level
婦科,崩漏／月經過多,76,8,10,"崩漏帶下 (23) | 月經過多 (22) | 崩漏 (18) | 崩漏帶多 (6) | 經水不止,面色萎黃,臍腹刺痛,崩漏 (2) | 崩漏滯多 (1) | 崩漏不止 (1) | 氣血乖亂,經水不調,崩漏帶多 (1) | 經血過多 (1) | 流產後出血不淨,月經過多 (1)",當歸 (69) | 川芎 (51) | 白芍 (50) | 熟地黃 (29) | 生地黃 (22) | 阿膠 (21) | 甘草 (21) | 艾葉 (21) | 黃連 (19) | 黃柏 (18) | 黃芩 (18) | 山梔子 (18) | 鱉甲 (17) | 秦艽 (17) | 知母 (17) | 柴胡 (17) | 地骨皮 (17) | 烏梅 (17) | 青蒿 (17) | 人參 (2),official indication phrase only; formula association is inferred-parent level
婦科,乳房／泌乳相關,64,5,9,"促進乳汁分泌 (32) | 乳癰 (16) | 乳汁缺乏及產後補養 (5) | 乳汁不通 (4) | 乳汁不足 (3) | 疔腫,乳癰 (1) | 婦人乳汁不通 (1) | 治婦人乳汁不通 (1) | 乳癰等症 (1)",當歸 (33) | 黃耆 (32) | 甘草 (21) | 栝樓根 (15) | 黃柏 (15) | 大黃 (15) | 薑黃 (15) | 白芷 (15) | 厚朴 (15) | 陳皮 (15) | 蒼朮 (15) | 生天南星 (15) | 人參 (5) | 白朮 (5) | 乾薑 (5) | 紫草 (1) | 蜜蠟 (1) | 胡麻油 (1) | 油質基劑 (1) | 荊芥 (1),official indication phrase only; formula association is inferred-parent level
婦科,產後腹痛,47,2,5,"產後瘀血腹痛 (39) | 產後惡露不行,少腹疼痛 (5) | 產後腹痛 (1) | 產後惡露不下,少腹疼痛 (1) | 產後腹痛,瘀行不暢 (1)",當歸 (42) | 川芎 (42) | 香附 (34) | 杜仲 (34) | 白芍 (34) | 生地黃 (34) | 陳皮 (34) | 小茴香 (34) | 延胡索 (34) | 肉蓯蓉 (34) | 青皮 (34) | 烏藥 (34) | 黃芩 (34) | 海螵蛸 (34) | 桃仁 (8) | 黑薑 (8) | 炙甘草 (8),official indication phrase only; formula association is inferred-parent level
婦科,惡露異常,32,3,6,"產後惡露不行 (23) | 產後惡露不行,少腹疼痛 (5) | 產後惡露不下,少腹疼痛 (1) | 產後惡露停滯 (1) | 或惡露不行 (1) | 產後惡露 (1)",當歸 (32) | 川芎 (32) | 炙甘草 (32) | 桃仁 (30) | 黑薑 (30) | 白芍 (2) | 熟地黃 (2) | 人參 (2) | 白朮 (2) | 茯苓 (2) | 生薑 (2) | 大棗 (2) | 黃耆 (1) | 肉桂 (1),official indication phrase only; formula association is inferred-parent level
婦科,更年期症狀,28,11,4,更年期障礙 (24) | 更年期障害 (2) | 更年期神經症 (1) | 更年期障礙等婦人病症 (1),當歸 (21) | 白芍 (19) | 茯苓 (18) | 川芎 (14) | 炙甘草 (13) | 白朮 (11) | 牡丹皮 (11) | 山梔子 (10) | 桃仁 (8) | 柴胡 (7) | 桂枝 (7) | 煨薑/生薑 (6) | 薄荷 (6) | 黃芩 (6) | 熟地黃 (6) | 黃連 (5) | 赤芍 (5) | 生薑 (4) | 澤瀉 (4) | 黃柏 (4),official indication phrase only; formula association is inferred-parent level
婦科,經期頭痛,6,3,1,經期頭痛 (6),當歸 (6) | 川芎 (6) | 桃仁 (3) | 黑薑 (3) | 炙甘草 (3) | 白芍 (3) | 茯苓 (2) | 白朮 (2) | 澤瀉 (2) | 熟地黃 (1),official indication phrase only; formula association is inferred-parent level
婦科,不孕,4,3,2,不妊症 (2) | 久不妊娠 (2),白芍 (4) | 當歸 (3) | 茯苓 (3) | 白朮 (3) | 川芎 (3) | 澤瀉 (2) | 生薑 (1) | 炮附子 (1) | 香附 (1) | 杜仲 (1) | 生地黃 (1) | 陳皮 (1) | 小茴香 (1) | 延胡索 (1) | 肉蓯蓉 (1) | 青皮 (1) | 烏藥 (1) | 黃芩 (1) | 海螵蛸 (1),official indication phrase only; formula association is inferred-parent level
婦科,廣泛婦科描述,2,1,2,婦女諸症 (2) | 產前產後各症 (2),當歸 (4) | 川芎 (4) | 桃仁 (4) | 黑薑 (4) | 炙甘草 (4),official indication phrase only; formula association is inferred-parent level
