review_id,license_number,chinese_name,english_name,dosage_form_raw,route_raw,candidate_reason,ambiguity_reason,recommended_action,source_id,verified_at
review_3297,衛署藥製字第036084號,"""美西"" 口康寧口內膠１公絲/公克（安西諾隆）","CORKELIN ORAL GEL 1MG/GM ""M.S.""(TRIAMCINOLONE)",口內膏,以棉花棒沾取適量藥膏直接塗抹於患部(避免唾液沾染藥膏管口，以免軟膏硬化不易擠出)，一日一次。根據症狀的嚴重程度，一天可使用2-3次。建議於飯後及睡前使用佳。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3341,衛署藥製字第037704號,快安治痛錠,QUIT ANALGESIC TABLET,錠劑,,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3368,衛署藥製字第039883號,斯斯解痛錠１２５毫克,U CHIU ANALGESIC CAPLETS 125MG,錠劑,發燒或需要時服用，若症狀持續，則每4~6小時可重複服用。每24小時內不可超過6次。成人每次2錠，12歲以上適用成人劑量；6歲以上未滿12歲，每次1錠；3歲以上未滿6歲，每次1/2錠；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3393,衛署藥製字第043124號,"""溫士頓"" 莫痛炎眼藥水０．１％（二克氯吩鈉）","VOLEN OPHTHALMIC SOLUTION 0.1% (DICLOFENAC SODIUM)""WINSTON""",點眼液劑,成人：-手術前：開刀前3小時起，每半小時一滴，共5滴。-手術後：開刀後立即滴3滴，之後每天3-5次，每次一滴，依需要調整使用天數。-其他適應症：白天4-5次，每次一滴，以病情程度調整劑量。-只有在仔細的評估及眼睛檢查後才能考慮長期性的治療。一般而言，不應使用超過一週，只有很少數的病例做較延長的使用。兒童：無特殊研究本品用於兒童，但口服劑型或栓劑的Voltaren用於12個月以上的兒童，則已被證實可行。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3397,衛署藥製字第043176號,大正百保能解痛加強錠,PABRON EXTRA ANALGESIC TABLETS,錠劑,發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過4次。成人每次1錠，12歲以上適用成人劑量；6歲以上未滿12歲，每次1/2錠；3歲以上未滿6歲，每次1/4錠；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3427,衛署藥製字第048152號,源展膠囊200毫克,LIV-UP Capsule 200mg,膠囊劑,Liv-up膠囊以口服給予，每天劑量為1000-1200毫克，分兩次服用（早晨和傍晚）：合併interferon alfa-2b 多劑量筆注射液以皮下注射投予，每次劑量為三百萬國際單位，每週3次（隔天一次），持續24週（詳細見interferon alfa-2b多劑量筆注射液的使用方法）。Liv-up膠囊的使用劑量依照病人的體重：病人體重＜75公斤時每天應接受1000毫克，早晨兩顆200毫克之膠囊，傍晚服用三顆200毫克之膠囊。病人體重＞75公斤時每天應接受1200毫克，早晨三顆200毫克之膠囊，傍晚服用三顆200毫克之膠囊。本藥須由醫師處方使用，經口服給予。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3475,衛署藥製字第051196號,舒口炎口內膏 1 毫克/ 公克,Shu Kou Yan oral paste 1mg/ g,口內膏,以棉花棒沾取適量藥膏直接塗抹於患部(避免唾液沾染藥膏管口，以免軟膏硬化不易擠出)，一日一次。根據症狀的嚴重程度，一天可使用2-3次。建議於飯後及睡前使用佳。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_3864,衛署藥製字第010478號,"""溫士頓"" 比達爽眼用軟膏","BETASON-N EYE OINTMENT ""WINSTON""",點眼膏劑,,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4047,衛署藥製字第031991號,“衛達”優得舒錠１０毫克（鹽酸立特林）,"UTELAX TABLETS 10MG ""WEIDAR""(RITODRINE HYDROCHLORIDE)",錠劑,"起始劑量1顆 (l0mg)約在靜脈注射停止前30分鐘給予，剛給藥的24小時內，每2個小時給一顆，之後，每4～6小時，給1～2顆。
這些劑量可根據子宮反應和副作用的出現而作調整。
全天劑量不得超過120 mg。治療期可隨醫師視需要而繼續給藥。
本藥品用於產科相關適應症時，須經醫師審慎評估病患使用本藥品之效益大於風險時方可使用，應嚴密監視母親及胎兒發生心血管相關不良反應之風險，尤其是於長時間的使用下(超過48小時)。",TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4076,衛署藥製字第037944號,斯斯解痛錠,U CHU ANALGESIC CAPLETS,錠劑,發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過4次。成人每次1~2錠，12歲以上適用成人劑量；6歲以上未滿12歲，每次1/2~1錠；3歲以上未滿6歲，每次1/4~1/2錠；3歲以下之嬰幼兒，請洽醫師診治，不宜自行使用。初次應使用最小建議劑量，再視症狀增減用量。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4104,衛署藥製字第049164號,舒下腸溶錠,Shuxia E.C. Tablets,腸溶錠,"用法用量
本藥須由醫師處方使用。
除非醫師另有處方，否則依下列推薦劑量使用。
便祕
成人及10歲以上的兒童：1-2錠(5－10 mg)。
4－10歲兒童：1錠(5 mg)。
4歲以下兒童：建議使用1/2栓劑(5 mg)。
建議在晚上服用腸溶錠，翌晨即可排便，且必須整錠伴與適量的液體吞服。
但腸溶錠請勿與會降低上胃腸道酸度的製品(例如：牛奶、制酸劑或某些正子幫浦抑制劑)同時服用，以免腸溶衣過早被溶解。
用於診斷過程及手術前的準備
用於診斷過程及手術前、後清除腸容物時，需在醫護監督下使用bisacodyl。用於腹部放射照影檢查或手術前腸容物清除時，為了使腸容易徹底排空，錠劑必須與栓劑配合使用。
成人：建議劑量為在檢查前夜睡前服用2－4顆腸溶錠，檢查當天早上再使用一個栓劑。
4歲及4歲以上兒童：建議在晚上服用一顆腸溶錠，翌晨再使用半個栓劑。",TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4161,衛署藥製字第005445號,"""台灣汎生""汎力黴素膠囊500毫克","PARAFLEX CAPSULES 500MG ""PANBIOTIC""",膠囊劑,成人劑量一日1-4克，分次服用。 對於輕微單純尿道感染、鏈球菌咽炎-扁桃腺炎、皮膚和軟組織感染，使用劑量通常為每6小時250毫克或每12小時500毫克。 對於較嚴重的感染或由感受性較低的細菌引起的感染，則需服用較高的劑量。若一日劑量超過4克，則應考慮使用適量的頭孢子菌素類抗生素注射劑為宜。【兒童】通常一日劑量為每公斤體重25-100毫克，分次服用。對於1歲以上鏈球菌性咽喉炎-扁桃腺炎、輕微的泌尿道感染的兒童患者，每日劑量可分兩次服用(每隔12小時口服ㄧ次)。 治療中耳炎的臨床研究顯示，每日需要的劑量為每公斤體重75-100毫克，分4次服用。治療β-溶血性鏈球菌之感染，應至少持續服用Cephalexin治療劑量10日。【老年人】參考成人劑量。但老年人可能有腎功能不全的問題，且Cephalexin主要經由腎臟排除，建議監測老年人之腎功能並謹慎給藥。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4220,衛署藥製字第020137號,痛立舒泰膜衣錠400毫克,TURNSTYLE ANALGESIC F.C. TABLETS 400MG,膜衣錠,成人及12歲以上，1次1錠，1日服用3次，每日最高劑量為1200mg。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4251,衛署藥製字第027918號,大正百保能止痛雙效顆粒,PABRON ANALGESIC PLUS GRANULES,內服顆粒劑,成人及18歲以下每次1包(1.2g)，發燒或需要時服用，若症狀持續，則每4~6小時可重複服用，每24小時內不可超過2次，飯後半小時內服用為宜。18歲以下請勿使用。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4363,衛署藥製字第037196號,"""信東""安寶錠１０毫克",ANPO TABLETS 10MG,錠劑,起始劑量1 顆(10mg)，約在靜脈注射停止前30 分鐘給予。剛給藥的24 小時內，每2 個小時給1 顆，之後，每4~6 小時給1~2 顆。這些劑量可根據子宮反應和副作用的出現而作調整。全天劑量不得超過120mg。治療期可隨醫師視需要而繼續給藥。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
review_4520,衛署藥製字第041732號,速舒口內膏０．１％（丙酮特安皮質醇）〝井田〞,"SEU-SU ORAL BASE 0.1% (TRIAMCINOLONE ACETONIDE) ""Chinteng""",口內膏,以棉花棒沾取適量藥膏直接塗抹於患部(避免唾液沾染藥膏管口，以免軟膏硬化不易擠出)，一日一次。根據症狀的嚴重程度，一天可使用2-3次。建議於飯後及睡前使用佳。,TFDA solid insertion dosage-form/name/use signal,solid_insertion_not_confirmed,Check official TFDA route/approved leaflet manually; do not include before site is confirmed.,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
