product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,application_site,action_scope,suppository_inclusion_evidence,indication_raw,indication_normalized,therapeutic_class,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at,processing_status
supp_0029,衛署藥製字第031976號,1989,"""生達""速樂陰道栓劑150毫克（亦可那挫）","STAZOL VAG. SUPP. 150MG ""STANDARD""(ECONAZOLE)",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=""生達""速樂陰道栓劑150毫克（亦可那挫） / STAZOL VAG. SUPP. 150MG ""STANDARD""(ECONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",女性陰道念珠菌與革蘭氏陽性細菌感染症及混合感染症,女性陰道念珠菌與革蘭氏陽性細菌感染症及混合感染症,antifungal,active,2029/12/09,生達化學製藥股份有限公司,培力藥品工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0030,內衛藥製字第016526號,1971,秘利栓劑,BIDYL SUPPOSITORIES,栓劑,rectal_suppository,一日1次，於睡前(或空腹時)使用。成人1次1顆，12歲以上適用成人劑量。本藥不得&#21093;半使用。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=一日1次，於睡前(或空腹時)使用。成人1次1顆，12歲以上適用成人劑量。本藥不得&#21093;半使用。; product names=秘利栓劑 / BIDYL SUPPOSITORIES. Inclusion determined from dosage form and route/name signals, not indication alone.",緩解便秘。,緩解便秘。,laxative,active,2029/03/10,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0031,衛署藥製字第010335號,1976,"""派頓”阿司比靈栓劑","ASPIRIN SUPPOSITORIES ""PATRON""",栓劑,rectal_suppository,發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過3次。成人每次1顆，12歲以上適用成人劑量。本藥不得剝半使用。,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=發燒或需要時服用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過3次。成人每次1顆，12歲以上適用成人劑量。本藥不得剝半使用。; product names=""派頓”阿司比靈栓劑 / ASPIRIN SUPPOSITORIES ""PATRON"". Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）,退燒、止痛（緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛）,other_rectal,active,2028/05/25,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0032,衛署藥製字第029482號,1987,"""大豐""便利栓劑10毫克","BENLY SUPPOSITORIES 10MG ""T.F.""",栓劑,rectal_suppository,1次使用1個。每日可使用1個。栓劑不得剝半使用。使用時撕開栓殼後，由肛門直腸塞入即可。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=1次使用1個。每日可使用1個。栓劑不得剝半使用。使用時撕開栓殼後，由肛門直腸塞入即可。; product names=""大豐""便利栓劑10毫克 / BENLY SUPPOSITORIES 10MG ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解便祕。,緩解便祕。,laxative,active,2029/03/07,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0033,衛署藥製字第029558號,1987,"""大豐"" 消炎栓劑１２．５毫克（待克菲那）","SHOREN SUPPOSITORIES 12.5MG ""T.F."" (DICLOFENAC)",栓劑,rectal_suppository,為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。 成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投 予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬 症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。 兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3 次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。 栓劑50 mg 及75 mg 不建議使用於孩童。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。 成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投 予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬 症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。 兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3 次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。 栓劑50 mg 及75 mg 不建議使用於孩童。; product names=""大豐"" 消炎栓劑１２．５毫克（待克菲那） / SHOREN SUPPOSITORIES 12.5MG ""T.F."" (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2029/04/02,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0034,衛署藥製字第029559號,1987,"""大豐"" 消炎栓劑２５毫克（待克菲那）","SHOREN SUPPOSITORIES 25MG ""T.F."" (DICLOFENAC)",栓劑,rectal_suppository,"為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投
予75-100 mg 即足夠。每日總劑量應分2-3 次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5-2 mg/kg 體重，分2-3
次使用。幼年型風濕性關節炎的治療可提高至3 mg/kg 體重分次使用。
栓劑50 mg 及75 mg 不建議使用於孩童。; product names=""大豐"" 消炎栓劑２５毫克（待克菲那） / SHOREN SUPPOSITORIES 25MG ""T.F."" (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2029/04/02,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0035,衛署藥製字第029608號,1987,"""明德"" 速莫炎栓劑12.5毫克",SUMOFEN SUPPOSITORY 12.5MG (DICLOFENAC),栓劑,rectal_suppository,詳如仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=詳如仿單; product names=""明德"" 速莫炎栓劑12.5毫克 / SUMOFEN SUPPOSITORY 12.5MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2029/05/11,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0036,衛署藥製字第029609號,1987,"""明德""速莫炎栓劑２５毫克",SUMOFEN SUPPOSITORY 25MG (DICLOFENAC),栓劑,rectal_suppository,詳如仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=詳如仿單; product names=""明德""速莫炎栓劑２５毫克 / SUMOFEN SUPPOSITORY 25MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2029/05/11,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0037,衛署藥製字第040292號,1996,"""明德"" 咳喘寧　栓劑","CARESS SUPPOSITORIES ""MEIDER""",栓劑,rectal_suppository,,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=; product names=""明德"" 咳喘寧　栓劑 / CARESS SUPPOSITORIES ""MEIDER"". Inclusion determined from dosage form and route/name signals, not indication alone.",氣管與支氣管痙攣,氣管與支氣管痙攣,other_rectal,active,2026/09/16,明德製藥股份有限公司,明德製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0038,衛署藥製字第041957號,1998,樂定小兒用栓劑１６０毫克（乙醯胺酚）,LOTIN CHILDREN'S SUPPOSITORIES 160MG (ACETAMINOPHEN),栓劑,rectal_suppository,發燒或需要時使用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。6歲以上未滿12歲，每次1顆；6歲以下之幼童，請洽醫師診治，不宜自行使用。本藥不得剝半使用。,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=發燒或需要時使用，若症狀持續，則每4~6小時可重複使用，每24小時內不可超過5次。6歲以上未滿12歲，每次1顆；6歲以下之幼童，請洽醫師診治，不宜自行使用。本藥不得剝半使用。; product names=樂定小兒用栓劑１６０毫克（乙醯胺酚） / LOTIN CHILDREN'S SUPPOSITORIES 160MG (ACETAMINOPHEN). Inclusion determined from dosage form and route/name signals, not indication alone.",退燒、止痛〈緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛〉。,退燒、止痛〈緩解頭痛、牙痛、咽喉痛、關節痛、神經痛、肌肉酸痛、月經痛〉。,antipyretic_analgesic,active,2028/03/05,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0039,衛署藥製字第043250號,1999,〝派頓〞甘油栓劑,"GLYCERIN SUPPOSITORIES ""PATRON""",栓劑,rectal_suppository,成人1次使用1個，每日可使用1次，12歲以上適用成人劑量。本藥不可剝半使用。,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=成人1次使用1個，每日可使用1次，12歲以上適用成人劑量。本藥不可剝半使用。; product names=〝派頓〞甘油栓劑 / GLYCERIN SUPPOSITORIES ""PATRON"". Inclusion determined from dosage form and route/name signals, not indication alone.",軟便。,軟便。,laxative,active,2029/05/25,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0040,衛署藥製字第043459號,2000,婦淨陰道錠１００公絲〝華興〞,"LICOMILE VAGINAL TABLETS 100MG (ISOCONAZOLE) ""H.S.""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=婦淨陰道錠１００公絲〝華興〞 / LICOMILE VAGINAL TABLETS 100MG (ISOCONAZOLE) ""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道黴菌感染包括與革蘭氏陽性細菌的混合感染。,陰道黴菌感染包括與革蘭氏陽性細菌的混合感染。,antifungal,active,2030/01/05,華興化學製藥廠股份有限公司,華興化學製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0041,衛署藥製字第057924號,2013,婦可安陰道錠10萬單位(耐絲菌素),"FUKEAN Vaginal Tablets 100,000units (Nystatin)",陰道錠,vaginal_tablet,請詳見仿單,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=請詳見仿單; product names=婦可安陰道錠10萬單位(耐絲菌素) / FUKEAN Vaginal Tablets 100,000units (Nystatin). Inclusion determined from dosage form and route/name signals, not indication alone.",陰道念珠菌感染症。,陰道念珠菌感染症。,antifungal,active,2028/05/09,井田國際醫藥廠股份有限公司,井田國際醫藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0042,衛署藥製字第018786號,1979,"""嘉林""脫利可膣錠","TRICO VAGINAL TABLETS""C.L""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""嘉林""脫利可膣錠 / TRICO VAGINAL TABLETS""C.L"". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道滴蟲感染所引起之陰道炎,陰道滴蟲感染所引起之陰道炎,antibacterial; antiprotozoal; combination,active,2029/05/25,嘉林藥品有限公司,旭能醫藥生技股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0043,衛署藥製字第023796號,1981,"""回春堂""美可能陰道栓劑（亦可那挫）","ECORIN VAGINAL SUPPOSITORY ""H.C.T."" (ECONAZOLE)",栓劑,vaginal_suppository,,intravaginal,vaginal,local,"TFDA dosage form=栓劑; approved use=; product names=""回春堂""美可能陰道栓劑（亦可那挫） / ECORIN VAGINAL SUPPOSITORY ""H.C.T."" (ECONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",黴菌、念珠菌及細菌之陰道及陰部感染,黴菌、念珠菌及細菌之陰道及陰部感染,antifungal,active,2029/07/03,回春堂製藥廠股份有限公司,回春堂製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0044,衛署藥製字第023864號,1981,千痔療栓劑,ALL RIGHT Hemorrhoidal Suppository,栓劑,rectal_suppository,,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=; product names=千痔療栓劑 / ALL RIGHT Hemorrhoidal Suppository. Inclusion determined from dosage form and route/name signals, not indication alone.",內痔、外痔、肛門裂傷、肛門周圍炎、痔疾引起之腫痛、出血之緩和,內痔、外痔、肛門裂傷、肛門周圍炎、痔疾引起之腫痛、出血之緩和,hemorrhoid; local_anesthetic; anti_inflammatory_local,active,2029/05/25,回春堂製藥廠股份有限公司,回春堂製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0045,衛署藥製字第028315號,1985,痔莫痛栓劑,HEMOTHOL SUPPOSITORIES,栓劑,rectal_suppository,,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=; product names=痔莫痛栓劑 / HEMOTHOL SUPPOSITORIES. Inclusion determined from dosage form and route/name signals, not indication alone.",內外痔核、肛門裂傷、肛門搔癢、脫肛、肛門潰爛、肛門周圍炎、痔出血、痔疼痛,內外痔核、肛門裂傷、肛門搔癢、脫肛、肛門潰爛、肛門周圍炎、痔出血、痔疼痛,hemorrhoid; local_anesthetic; anti_inflammatory_local,active,2029/10/01,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0046,衛署藥製字第028341號,1985,可寧陰道錠１００公絲（邁可那挫）,GYNOMYCODERIN VAGINAL TABLETS 100MG (MICONAZOE NITRATE),陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=可寧陰道錠１００公絲（邁可那挫） / GYNOMYCODERIN VAGINAL TABLETS 100MG (MICONAZOE NITRATE). Inclusion determined from dosage form and route/name signals, not indication alone.",由念珠菌及其他黴菌所引起的陰道炎及外陰道炎,由念珠菌及其他黴菌所引起的陰道炎及外陰道炎,antifungal,active,2029/11/06,寶齡富錦生技股份有限公司,寶齡富錦生技股份有限公司平鎮廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0047,衛署藥製字第028615號,1986,"""衛達"" 易樂潔陰道錠１５０毫克","ECOZOL VAGINAL TABLETS 150MG ""WEIDAR"" (ECONAZOLE)",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""衛達"" 易樂潔陰道錠１５０毫克 / ECOZOL VAGINAL TABLETS 150MG ""WEIDAR"" (ECONAZOLE). Inclusion determined from dosage form and route/name signals, not indication alone.",因念珠菌及其他念珠屬菌種、酵母及酵母樣真菌、麴菌屬菌種、放射線菌、革蘭氏陽性菌等引起之陰道炎,因念珠菌及其他念珠屬菌種、酵母及酵母樣真菌、麴菌屬菌種、放射線菌、革蘭氏陽性菌等引起之陰道炎,antifungal,active,2028/05/01,衛達化學製藥股份有限公司,衛達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0048,衛署藥製字第028656號,1998,非炎栓劑１２．５毫克（待克菲那）,VOREN SUPPOSITORIES 12.5MG (DICLOFENAC),栓劑,rectal_suppository,請詳見仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=請詳見仿單; product names=非炎栓劑１２．５毫克（待克菲那） / VOREN SUPPOSITORIES 12.5MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2028/05/12,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0049,衛署藥製字第028659號,1986,非炎栓劑５０公絲（待克菲那）,VOREN SUPPOSITORIES 50MG (DICLOFENAC),栓劑,rectal_suppository,請詳見仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=請詳見仿單; product names=非炎栓劑５０公絲（待克菲那） / VOREN SUPPOSITORIES 50MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2028/05/14,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0050,衛署藥製字第028804號,1986,麻敵通栓劑２５公絲（待克菲那）,MULTIDON SUPPOSITORY 25MG (DICLOFENAC),栓劑,rectal_suppository,"成人: 建議起始劑量為每日100-150mg。症狀較輕或長期治療時, 每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀, 日間以錠劑治療外, 可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童: 一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/Kg體重, 分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/Kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=成人: 建議起始劑量為每日100-150mg。症狀較輕或長期治療時, 每日投予75-100mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀, 日間以錠劑治療外, 可於睡前補充一粒栓劑(至每日最大劑量150mg)。
兒童: 一歲以上的孩童視病情的嚴重度給予每天0.5-2mg/Kg體重, 分2-3次使用。幼年型風濕性關節炎的治療可提高至3mg/Kg體重分次使用。
栓劑50mg及75mg不建議使用於孩童。; product names=麻敵通栓劑２５公絲（待克菲那） / MULTIDON SUPPOSITORY 25MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2028/05/26,回春堂製藥廠股份有限公司,回春堂製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0051,衛署藥製字第028805號,1986,麻敵通栓劑12.5毫克(待克菲那),MULTIDON SUPPOSITORY 12.5MG (DICLOFENAC),栓劑,rectal_suppository,"為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人： 每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投予75 -100 mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5 -2 mg/kg體重，分 2-3次使用。幼年型風濕性關節炎的治療可提高至 3 mg/kg體重分次使用。 
栓劑50 mg及75 mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人： 每日最大劑量不建議大於100 mg。症狀較輕或長期治療時，每日投予75 -100 mg即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童：一歲以上的孩童視病情的嚴重度給予每天0.5 -2 mg/kg體重，分 2-3次使用。幼年型風濕性關節炎的治療可提高至 3 mg/kg體重分次使用。 
栓劑50 mg及75 mg不建議使用於孩童。; product names=麻敵通栓劑12.5毫克(待克菲那) / MULTIDON SUPPOSITORY 12.5MG (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2028/05/26,回春堂製藥廠股份有限公司,回春堂製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0052,衛署藥製字第032800號,1990,"""衛達""來克炎栓劑12.5毫克","Dicloren Suppositories 12.5mg ""Weidar""",栓劑,rectal_suppository,"本藥須由醫師處方使用。為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100MG。症狀較輕或長期治療時，每日投予75-100MG即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童:一歲以上的孩童視病情的嚴重度給予每天0.5-2MG/KG體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3MG/KG體重分次使用。栓劑50mg及75mg不建議使用於孩童。",rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=本藥須由醫師處方使用。為降低不良反應之風險，應使用最低有效劑量，並作為期最短之治療。
成人：每日最大劑量不建議大於100MG。症狀較輕或長期治療時，每日投予75-100MG即足夠。每日總劑量應分2-3次使用。為避免夜間疼痛及早晨僵硬症狀，日間以錠劑治療外，可於睡前補充一粒栓劑。
兒童:一歲以上的孩童視病情的嚴重度給予每天0.5-2MG/KG體重，分2-3次使用。幼年型風濕性關節炎的治療可提高至3MG/KG體重分次使用。栓劑50mg及75mg不建議使用於孩童。; product names=""衛達""來克炎栓劑12.5毫克 / Dicloren Suppositories 12.5mg ""Weidar"". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2030/07/23,衛達化學製藥股份有限公司,衛達化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0053,衛署藥製字第032809號,1990,"""派頓""挪痛炎栓劑２５毫克（待克菲那）","NOTAREN SUPPOSITORIED 25MG ""PATRON"" (DICLOFENAC)",栓劑,rectal_suppository,如仿單,rectal,rectal,systemic,"TFDA dosage form=栓劑; approved use=如仿單; product names=""派頓""挪痛炎栓劑２５毫克（待克菲那） / NOTAREN SUPPOSITORIED 25MG ""PATRON"" (DICLOFENAC). Inclusion determined from dosage form and route/name signals, not indication alone.",緩解發炎及因發炎反應引起之疼痛。,緩解發炎及因發炎反應引起之疼痛。,anti_inflammatory_systemic,active,2030/07/24,臺灣派頓化學製藥股份有限公司,臺灣派頓化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0054,衛署藥製字第032836號,1990,非常理痔栓劑,"PILESGOOD SUPPOSITORIES ""J.C.S.""",栓劑,rectal_suppository,,rectal,rectal,local,"TFDA dosage form=栓劑; approved use=; product names=非常理痔栓劑 / PILESGOOD SUPPOSITORIES ""J.C.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",緩解裂痔、痔核、痔腫、痔痒、外痔症狀所產生之痔痛、痔腫、痒及出血現象,緩解裂痔、痔核、痔腫、痔痒、外痔症狀所產生之痔痛、痔腫、痒及出血現象,hemorrhoid; local_anesthetic; anti_inflammatory_local,active,2030/07/26,興中美生技有限公司,培力藥品工業股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0055,衛署藥製字第032885號,1990,"""華興""膣潔陰道錠250公絲(硝基甲嘧唑乙醇)","VAZOLE VAGINAL TABLETS 250MG (METRONIDAZOLE)""H.S.""",陰道錠,vaginal_tablet,,intravaginal,vaginal,local,"TFDA dosage form=陰道錠; approved use=; product names=""華興""膣潔陰道錠250公絲(硝基甲嘧唑乙醇) / VAZOLE VAGINAL TABLETS 250MG (METRONIDAZOLE)""H.S."". Inclusion determined from dosage form and route/name signals, not indication alone.",陰道滴蟲感染所引起之陰道炎,陰道滴蟲感染所引起之陰道炎,antibacterial; antiprotozoal; combination,active,2030/08/09,華興化學製藥廠股份有限公司,華興化學製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
supp_0056,衛署藥製字第032892號,1990,“大豐”莫林栓劑10毫克,"Molin Suppository 10mg ""T.F.""",栓劑,rectal_suppository,小兒:一天2-3次直腸投與，三歲以上一次30mg，三歲以下一次10mg，可視年齡、體重、症狀適宜增減。大人:一天2-4次 ，一次30-60mg。,rectal,rectal,unclear,"TFDA dosage form=栓劑; approved use=小兒:一天2-3次直腸投與，三歲以上一次30mg，三歲以下一次10mg，可視年齡、體重、症狀適宜增減。大人:一天2-4次 ，一次30-60mg。; product names=“大豐”莫林栓劑10毫克 / Molin Suppository 10mg ""T.F."". Inclusion determined from dosage form and route/name signals, not indication alone.","無法口服情況下,用於噁心、嘔吐的症狀治療,糖尿病引起的胃腸蠕動異常。","無法口服情況下,用於噁心、嘔吐的症狀治療,糖尿病引起的胃腸蠕動異常。",other_rectal,active,2030/08/10,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
